open,high,low,close
652.0,652.45,651.75,651.75
651.75,651.9,651.5,651.5
651.5,651.7,651.5,651.5
651.5,651.7,651.4,651.5
651.5,651.7,651.4,651.5
651.5,652.0,651.5,652.0
652.0,652.4,651.65,651.8
651.8,652.35,651.8,652.1
652.1,652.2,651.75,652.0
652.0,652.5,652.0,652.5
652.5,652.5,652.2,652.45
652.5,652.7,652.15,652.7
652.7,652.7,652.25,652.5
652.3,652.9,652.1,652.25
652.25,652.8,652.25,652.75
652.75,652.75,652.0,652.0
652.0,652.45,652.0,652.45
652.05,652.5,652.05,652.4
652.05,652.4,652.05,652.1
652.4,652.4,652.1,652.15
652.05,652.4,652.05,652.35
652.05,652.4,652.05,652.05
652.05,652.4,652.05,652.4
652.1,652.6,652.1,652.55
652.4,652.55,652.1,652.4
652.4,652.55,652.1,652.1
652.45,652.5,652.1,652.5
652.5,652.5,652.45,652.45
652.45,652.5,652.2,652.2
652.5,652.5,652.15,652.4
652.4,652.55,652.25,652.5
652.5,652.8,652.35,652.5
652.5,652.9,652.35,652.9
652.9,652.95,652.75,652.75
652.75,652.95,652.6,652.6
652.6,652.9,652.5,652.9
652.9,652.9,652.5,652.85
652.85,652.9,652.5,652.6
652.4,652.8,652.4,652.4
652.4,652.8,652.35,652.45
652.45,652.7,652.3,652.5
652.5,652.65,652.35,652.5
652.5,652.5,652.3,652.3
652.25,652.3,652.1,652.15
652.15,652.3,652.0,652.3
652.35,652.5,652.0,652.0
652.0,652.45,652.0,652.0
652.3,652.3,652.0,652.05
652.05,652.25,652.0,652.2
652.2,652.2,652.0,652.05
652.05,652.05,651.7,651.75
651.75,651.85,651.45,651.85
651.85,652.05,651.55,652.05
652.1,652.15,651.75,651.8
651.8,652.1,651.6,651.85
652.0,652.15,651.8,652.0
652.0,652.15,651.7,651.7
651.7,652.0,651.7,651.75
651.7,652.5,651.7,652.5
652.6,652.7,652.25,652.5
652.5,653.0,652.5,652.5
652.6,653.0,652.5,653.0
653.0,653.55,653.0,653.4
653.4,653.4,653.0,653.35
653.1,653.35,653.0,653.1
653.1,653.35,653.0,653.25
653.25,653.3,653.1,653.3
653.3,653.35,653.0,653.05
653.05,653.5,653.05,653.35
653.35,653.75,653.2,653.2
653.6,653.95,653.3,653.65
653.55,653.8,653.2,653.3
653.55,653.55,653.0,653.5
653.5,653.75,653.15,653.5
653.2,653.85,653.2,653.5
653.7,653.8,653.3,653.3
653.3,653.55,653.0,653.0
653.0,653.45,653.0,653.45
653.45,653.45,653.0,653.1
653.1,653.15,653.0,653.1
653.0,653.5,653.0,653.5
653.6,654.75,653.45,654.75
654.5,654.75,654.3,654.75
654.7,654.75,654.0,654.05
654.05,654.4,653.45,653.8
653.8,653.9,653.45,653.85
653.85,653.85,653.3,653.5
653.3,653.65,653.3,653.3
653.3,653.75,653.1,653.3
653.3,654.0,653.3,653.75
653.75,654.15,653.75,654.1
654.1,654.1,653.75,653.9
653.9,654.25,653.8,654.1
654.35,654.4,654.1,654.35
654.35,654.4,654.0,654.35
654.35,654.4,654.05,654.3
654.4,654.4,654.1,654.1
654.1,654.95,654.1,654.95
654.95,655.0,654.9,655.0
655.0,655.0,654.9,655.0
654.7,655.0,654.65,655.0
655.0,655.55,654.9,655.5
655.15,655.65,655.15,655.45
655.45,655.45,654.9,654.9
655.15,655.25,655.0,655.25
655.2,655.2,654.5,654.55
654.65,654.85,654.45,654.45
654.5,654.5,654.0,654.45
654.4,654.5,654.1,654.4
654.4,654.5,654.1,654.3
654.3,654.75,654.3,654.5
654.75,654.8,654.25,654.65
654.65,654.65,654.2,654.45
654.45,654.45,654.15,654.45
654.45,654.5,654.15,654.4
654.4,654.45,654.4,654.4
654.4,654.4,654.0,654.25
654.25,654.25,653.85,654.05
654.05,654.6,653.6,654.6
654.6,654.9,654.6,654.75
654.75,654.9,654.4,654.9
655.0,655.0,654.8,654.95
654.95,655.0,654.65,655.0
655.0,655.0,654.6,654.65
654.65,654.9,654.55,654.75
654.8,655.75,654.25,655.75
655.75,655.75,655.25,655.55
655.55,656.0,655.55,655.75
656.0,656.0,655.5,655.5
655.5,655.75,655.5,655.75
655.65,655.75,655.1,655.5
655.15,655.35,655.05,655.3
655.3,655.3,655.0,655.0
655.0,655.75,655.0,655.4
655.4,656.0,655.4,656.0
656.0,656.0,655.7,655.95
655.95,656.0,655.7,655.75
655.75,655.95,655.7,655.7
655.3,655.7,655.0,655.05
655.05,655.5,655.0,655.0
655.5,655.5,654.3,654.35
654.35,654.65,654.3,654.3
654.35,654.35,653.35,653.35
653.65,654.0,653.3,653.95
653.9,654.0,653.65,654.0
654.0,654.7,654.0,654.2
654.05,654.4,653.95,654.25
654.0,654.15,653.9,654.05
653.9,654.1,653.1,653.3
653.15,653.45,653.15,653.2
653.2,653.4,653.1,653.1
653.1,653.65,653.05,653.5
653.5,653.75,653.1,653.35
653.35,653.85,653.25,653.8
653.55,653.8,653.5,653.75
653.75,653.75,653.25,653.55
653.5,653.55,653.35,653.55
653.55,653.55,653.3,653.35
653.35,653.65,653.3,653.35
653.35,653.35,653.0,653.05
653.2,653.5,653.05,653.5
653.35,653.5,653.35,653.35
653.35,653.35,653.0,653.0
653.0,653.75,653.0,653.55
653.55,653.85,653.45,653.75
653.75,653.9,653.75,653.8
653.8,654.0,653.7,653.95
653.65,654.3,653.65,654.3
654.1,654.3,654.0,654.0
654.0,654.3,654.0,654.0
654.0,654.3,654.0,654.05
654.05,654.5,654.05,654.5
654.5,654.75,654.35,654.75
654.75,654.95,654.4,654.85
654.85,654.85,654.5,654.85
654.5,655.0,654.5,655.0
654.75,654.85,654.5,654.5
655.0,655.0,654.45,654.7
654.8,655.0,654.8,655.0
654.7,655.0,654.7,654.9
654.9,654.9,654.6,654.6
654.6,654.6,654.25,654.6
654.7,654.7,654.4,654.55
654.7,654.7,654.35,654.5
654.5,654.65,654.3,654.6
654.6,654.7,654.3,654.65
654.6,654.6,654.3,654.3
654.3,654.7,654.3,654.5
654.7,654.7,654.25,654.5
654.5,654.6,654.25,654.25
654.25,654.5,654.25,654.5
654.25,654.5,654.1,654.5
654.35,654.5,654.2,654.5
654.45,654.7,654.35,654.65
654.65,654.95,654.55,654.7
654.7,654.95,654.5,654.5
654.8,654.8,654.5,654.5
654.75,654.8,654.45,654.75
654.8,654.8,654.45,654.5
654.3,654.5,654.15,654.25
654.5,654.5,654.25,654.3
654.3,654.5,654.2,654.5
654.2,654.5,654.15,654.2
654.2,654.2,654.2,654.2
654.2,654.3,654.0,654.2
654.2,654.45,654.0,654.45
654.45,654.5,654.05,654.2
654.2,654.35,653.95,654.0
654.0,654.75,654.0,654.75
654.5,655.1,654.45,655.1
655.1,655.25,654.75,655.25
655.25,655.3,655.0,655.0
655.0,655.5,655.0,655.5
655.5,655.5,655.25,655.25
655.5,655.5,655.05,655.05
655.4,655.4,655.0,655.0
655.05,655.3,655.0,655.0
655.0,655.0,655.0,655.0
655.0,655.2,655.0,655.0
655.0,655.2,655.0,655.0
655.0,655.2,655.0,655.0
655.0,655.15,654.85,655.0
655.0,655.1,655.0,655.0
655.0,655.1,655.0,655.1
655.1,655.1,654.85,655.1
655.05,655.4,655.0,655.0
655.0,655.35,655.0,655.0
655.25,655.3,655.0,655.2
655.0,655.3,655.0,655.0
655.3,655.3,655.0,655.0
655.05,655.2,655.05,655.2
655.2,655.35,655.05,655.35
655.35,655.4,655.05,655.05
655.05,655.35,655.05,655.1
655.05,655.1,655.0,655.1
655.1,655.25,655.0,655.0
655.0,655.35,655.0,655.0
655.0,655.25,655.0,655.0
655.0,655.25,655.0,655.25
655.25,655.35,654.85,655.0
655.0,655.2,655.0,655.0
655.0,655.2,655.0,655.2
655.05,655.2,655.0,655.0
655.0,655.2,655.0,655.0
655.0,655.2,655.0,655.0
655.0,655.4,655.0,655.35
655.35,655.35,655.05,655.1
655.05,655.35,655.0,655.05
655.05,655.15,655.0,655.0
655.0,655.25,655.0,655.25
655.25,655.25,655.0,655.0
655.3,655.3,655.0,655.0
655.05,655.05,654.85,654.85
654.35,654.8,654.35,654.5
654.5,654.5,654.0,654.05
654.0,654.45,654.0,654.1
654.1,654.3,653.0,653.1
653.1,653.55,653.0,653.3
653.25,653.6,653.2,653.6
653.55,653.95,653.55,653.6
653.6,654.0,653.6,653.6
653.9,653.9,653.65,653.7
653.7,653.85,653.55,653.85
653.85,653.9,653.5,653.85
653.85,653.85,653.5,653.8
653.8,654.1,653.8,654.1
654.1,654.1,654.0,654.0
654.0,654.05,653.75,654.0
654.0,654.05,654.0,654.0
654.0,654.05,654.0,654.0
654.0,654.05,654.0,654.0
654.05,654.5,654.0,654.5
654.2,654.55,654.2,654.5
654.2,654.6,654.15,654.15
654.15,654.5,654.15,654.2
654.2,654.4,654.0,654.0
654.0,654.25,653.85,654.0
654.0,654.2,653.85,654.2
654.2,654.2,653.6,654.0
654.0,654.1,653.9,654.0
653.9,654.2,653.9,654.15
654.15,654.2,654.0,654.2
654.2,654.35,654.0,654.1
654.1,654.3,654.05,654.2
654.05,654.35,654.05,654.15
654.15,654.5,654.1,654.15
654.15,654.4,654.15,654.2
654.4,654.4,654.15,654.4
654.4,654.4,654.15,654.2
654.15,654.4,654.1,654.1
654.1,654.55,654.1,654.3
654.3,654.55,654.25,654.25
654.25,654.55,654.25,654.3
654.3,654.5,654.0,654.2
654.2,654.25,654.0,654.15
654.15,654.15,654.0,654.1
654.1,654.25,654.0,654.1
654.1,654.25,654.0,654.2
654.2,654.45,654.0,654.0
654.0,654.35,654.0,654.05
654.0,654.35,654.0,654.0
654.3,654.3,654.0,654.0
654.0,654.25,654.0,654.05
654.0,654.2,654.0,654.2
654.2,654.2,654.0,654.0
654.15,654.2,654.0,654.2
654.2,654.2,654.0,654.0
654.0,654.2,654.0,654.0
654.0,654.15,654.0,654.0
654.1,654.15,654.0,654.0
654.0,654.2,654.0,654.0
654.0,654.2,654.0,654.0
654.0,654.1,654.0,654.0
654.0,654.1,654.0,654.0
654.0,654.1,654.0,654.0
654.0,654.15,654.0,654.1
654.1,654.25,654.0,654.25
654.25,654.25,654.1,654.25
654.25,654.3,654.0,654.0
654.05,654.3,654.0,654.0
654.25,654.25,654.0,654.0
654.05,654.25,654.0,654.0
654.0,654.1,654.0,654.05
654.05,654.2,654.0,654.0
654.0,654.2,654.0,654.1
654.1,654.1,654.0,654.0
654.1,654.1,654.0,654.0
654.1,654.1,654.0,654.05
654.05,654.05,654.0,654.05
654.0,654.05,654.0,654.05
654.05,654.1,654.0,654.1
654.1,654.25,654.0,654.25
654.3,654.85,654.25,654.6
654.6,654.65,654.3,654.65
654.75,655.2,654.75,655.2
655.2,655.2,655.0,655.0
655.0,655.0,655.0,655.0
655.0,655.05,655.0,655.0
655.0,655.05,655.0,655.0
655.0,655.05,655.0,655.0
655.0,655.05,655.0,655.0
655.0,655.4,655.0,655.2
655.4,655.4,655.0,655.1
655.1,655.45,655.1,655.25
655.25,655.25,655.05,655.05
655.25,655.3,655.0,655.3
655.3,655.4,655.0,655.4
655.4,655.4,655.05,655.05
655.05,655.1,655.0,655.0
655.0,655.25,655.0,655.0
655.0,655.25,655.0,655.25
655.25,655.4,655.0,655.4
655.15,655.5,655.0,655.25
655.35,655.6,655.2,655.6
655.3,656.8,655.3,655.95
655.95,656.4,655.65,656.0
655.65,655.95,655.15,655.25
655.2,655.55,655.0,655.15
655.15,655.45,655.15,655.4
655.4,655.4,655.1,655.35
655.05,655.3,655.0,655.05
655.05,655.4,655.0,655.0
655.0,655.3,655.0,655.3
655.25,655.25,655.0,655.0
655.0,655.25,655.0,655.0
655.25,655.25,655.0,655.0
655.0,655.5,655.0,655.1
655.1,655.5,655.05,655.2
655.2,655.5,655.0,655.05
655.05,655.4,655.05,655.4
655.4,655.5,655.05,655.5
655.2,655.5,655.2,655.2
655.2,655.5,655.2,655.5
655.5,655.65,655.2,655.4
655.5,655.8,655.45,655.55
655.55,655.8,655.3,655.3
655.3,655.75,655.3,655.35
655.55,655.55,655.05,655.1
655.1,655.35,655.1,655.1
655.4,655.4,655.1,655.15
655.15,655.4,655.15,655.35
655.35,655.65,655.3,655.65
655.65,655.65,655.2,655.65
655.6,655.6,655.2,655.2
655.5,655.6,654.5,654.8
654.8,654.85,654.5,654.85
654.75,654.9,654.5,654.5
654.75,654.75,654.5,654.7
654.7,654.85,654.7,654.8
654.8,655.35,654.75,655.0
655.0,655.3,654.95,655.3
655.3,655.3,654.8,655.0
655.15,655.2,654.85,655.0
655.0,655.15,654.7,654.7
654.95,655.0,654.4,654.8
654.8,655.1,654.75,655.05
655.05,655.05,654.7,654.7
654.7,654.7,654.2,654.2
654.2,654.45,654.05,654.05
654.1,654.65,654.1,654.15
654.5,654.5,654.1,654.5
654.5,654.5,654.1,654.1
654.1,654.55,654.05,654.45
654.45,654.45,654.05,654.35
654.3,654.45,654.05,654.45
654.1,654.5,654.1,654.45
654.45,654.45,654.15,654.45
654.45,654.6,654.2,654.55
654.55,654.65,654.25,654.6
654.6,654.7,654.25,654.7
654.7,654.8,654.35,654.4
654.4,654.8,654.4,654.45
654.8,654.8,654.45,654.75
654.75,654.8,654.5,654.8
654.8,654.8,654.6,654.8
654.8,654.85,654.35,654.45
654.45,654.8,654.4,654.4
654.4,654.75,654.25,654.25
654.55,654.7,654.3,654.55
654.7,654.75,654.25,654.75
654.75,654.75,654.3,654.3
654.35,654.7,654.35,654.7
654.7,654.75,654.3,654.75
654.75,654.85,654.4,654.45
654.8,654.8,654.35,654.75
654.75,655.0,654.5,654.6
654.65,655.0,654.65,654.9
654.9,655.0,654.65,654.95
654.65,655.0,654.65,654.7
654.7,655.0,654.7,654.7
654.95,654.95,654.5,654.5
654.5,654.75,654.5,654.7
654.5,654.7,654.3,654.4
654.7,654.7,654.5,654.7
654.7,654.7,654.4,654.65
654.65,654.65,654.3,654.3
654.3,654.3,654.0,654.0
654.0,654.25,654.0,654.0
654.0,654.15,653.3,653.65
653.65,654.4,653.2,654.15
654.15,654.15,653.3,653.3
653.25,653.7,653.05,653.1
653.5,653.6,653.15,653.3
653.3,653.7,653.25,653.55
653.5,653.65,653.15,653.2
653.45,653.5,653.1,653.1
653.1,653.2,652.1,652.1
652.55,652.8,652.25,652.5
652.7,652.75,652.25,652.65
652.65,652.8,652.25,652.25
652.35,652.85,652.35,652.85
652.85,652.85,652.35,652.7
652.7,652.7,651.2,651.2
651.2,651.65,651.0,651.1
651.6,652.0,651.3,651.75
651.75,652.8,651.4,652.4
652.4,652.45,651.35,651.35
651.5,651.9,651.05,651.65
651.65,651.65,651.1,651.5
651.5,651.75,651.35,651.75
651.75,651.9,651.5,651.9
651.9,651.95,651.55,651.65
651.65,652.15,651.65,652.15
652.25,652.95,652.05,652.05
652.05,652.5,652.0,652.4
652.4,652.4,651.9,651.9
651.9,652.3,651.9,652.0
652.0,652.3,651.9,652.3
652.3,652.5,652.0,652.5
652.4,652.65,652.15,652.55
652.55,652.7,652.0,652.6
652.6,652.6,652.0,652.45
652.45,652.5,652.0,652.3
652.3,652.6,652.1,652.5
652.6,652.6,652.3,652.5
652.5,652.5,652.15,652.5
652.15,652.6,652.15,652.2
652.2,652.55,652.1,652.1
652.5,652.55,652.15,652.5
652.2,652.5,652.1,652.3
652.3,652.5,652.1,652.15
652.15,652.5,652.0,652.35
652.35,652.5,652.0,652.0
652.0,652.5,652.0,652.4
652.5,652.5,652.4,652.4
652.5,652.5,652.2,652.2
652.2,652.45,651.7,651.7
652.2,652.2,651.5,651.55
651.55,651.9,651.55,651.9
651.9,652.0,651.5,651.5
651.9,652.3,651.55,652.3
652.3,652.3,652.0,652.0
652.0,652.3,652.0,652.25
652.25,652.25,651.6,652.1
652.1,652.1,651.0,651.3
650.85,652.0,650.85,651.5
651.6,651.65,651.25,651.6
651.6,652.4,651.6,652.35
651.95,652.45,651.95,652.35
652.25,652.3,652.0,652.3
652.3,652.95,652.0,652.85
652.5,652.9,652.5,652.5
652.5,653.15,652.5,653.15
653.15,653.15,653.0,653.05
653.05,653.05,652.5,652.75
652.75,652.8,652.5,652.8
652.55,652.8,652.5,652.55
652.5,652.75,652.5,652.55
652.5,653.15,652.35,653.15
653.15,654.15,653.0,653.45
653.15,653.8,653.15,653.75
653.75,653.8,653.2,653.25
653.25,653.25,652.75,652.95
652.7,652.75,652.65,652.65
652.65,652.7,652.35,652.4
652.5,652.5,651.5,651.5
651.5,651.75,651.35,651.6
651.6,651.6,650.6,650.6
650.55,650.85,650.2,650.3
650.3,650.6,650.05,650.05
650.05,650.85,650.05,650.6
650.6,650.75,650.25,650.75
650.75,651.1,650.75,651.1
651.1,653.05,650.75,653.0
653.25,653.3,653.0,653.25
653.0,653.25,653.0,653.0
653.05,653.05,653.0,653.0
653.05,653.2,653.0,653.0
653.1,653.1,653.0,653.05
653.1,653.1,653.0,653.05
653.05,653.35,653.0,653.0
653.0,653.2,653.0,653.2
653.2,653.2,653.05,653.2
653.05,653.2,653.05,653.2
653.2,653.65,653.1,653.1
653.1,653.6,653.05,653.5
653.5,653.6,653.0,653.15
653.2,653.4,653.0,653.2
653.0,653.3,653.0,653.15
653.05,653.2,653.0,653.2
653.2,653.2,653.0,653.0
653.5,653.7,653.4,653.65
653.5,653.5,653.25,653.3
653.4,653.45,653.0,653.45
653.05,653.45,653.0,653.05
653.05,653.65,653.05,653.6
653.15,653.5,653.15,653.15
653.05,653.3,653.0,653.0
653.0,653.8,653.0,653.8
653.55,653.55,653.2,653.45
653.6,653.6,653.1,653.2
653.2,653.6,653.1,653.6
653.6,653.6,653.4,653.45
653.5,653.5,653.1,653.5
653.5,653.5,653.0,653.3
653.45,653.5,652.75,652.75
653.0,653.2,652.6,652.6
653.0,653.0,652.8,652.85
652.85,653.0,652.7,653.0
652.75,653.15,652.75,653.0
653.0,653.4,652.85,653.35
653.0,653.4,652.9,653.0
653.0,653.4,652.9,652.9
652.9,653.35,652.9,653.35
652.9,653.0,652.9,653.0
652.95,653.0,652.9,653.0
652.95,653.25,652.95,653.0
652.95,653.15,652.9,653.0
652.9,653.0,652.35,652.55
652.9,652.9,652.4,652.4
652.4,652.65,652.3,652.4
652.65,652.8,652.3,652.5
652.45,652.8,652.35,652.5
652.45,652.9,652.4,652.65
652.75,652.8,652.4,652.4
652.4,652.8,652.35,652.35
652.75,652.75,652.2,652.2
652.55,652.75,652.15,652.45
652.45,652.5,652.2,652.2
652.4,652.5,652.1,652.45
652.45,652.75,652.25,652.25
652.5,652.5,652.05,652.15
652.2,652.8,651.6,651.75
652.2,652.7,651.8,652.5
652.75,653.05,652.65,653.05
653.05,653.75,653.0,653.4
653.3,653.7,653.3,653.7
653.7,653.8,653.65,653.7
653.75,654.0,653.6,653.7
653.7,653.7,653.35,653.35
653.35,653.85,653.3,653.85
653.9,654.1,653.45,654.0
653.85,654.0,653.8,653.95
653.95,653.95,653.5,653.5
653.3,653.8,653.3,653.8
653.6,653.85,653.6,653.85
653.85,653.85,653.3,653.55
653.55,653.6,652.8,653.35
653.35,653.35,652.55,653.0
653.0,653.0,653.0,653.0
653.0,653.0,653.0,653.0
